3 #SUP: 2839
5 #SUP: 2971
7 #SUP: 3076
9 #SUP: 2874
11 #SUP: 2129
15 #SUP: 2026
17 #SUP: 2500
19 #SUP: 1980
21 #SUP: 2225
23 #SUP: 1817
25 #SUP: 2860
27 #SUP: 2205
29 #SUP: 3181
31 #SUP: 2526
34 #SUP: 3040
36 #SUP: 3099
38 #SUP: 2196
40 #SUP: 3170
42 #SUP: 2714
44 #SUP: 2612
46 #SUP: 2556
48 #SUP: 3013
50 #SUP: 1975
52 #SUP: 3185
54 #SUP: 2216
56 #SUP: 3021
58 #SUP: 3195
60 #SUP: 3149
62 #SUP: 3060
64 #SUP: 2631
66 #SUP: 3021
68 #SUP: 1984
70 #SUP: 2007
72 #SUP: 2345
74 #SUP: 2407
25 31 #SUP: 2227
25 34 #SUP: 2712
25 36 #SUP: 2794
25 38 #SUP: 1947
25 40 #SUP: 2834
25 42 #SUP: 2416
25 44 #SUP: 2352
25 46 #SUP: 2300
25 48 #SUP: 2749
25 52 #SUP: 2850
25 54 #SUP: 2003
25 56 #SUP: 2697
25 58 #SUP: 2859
25 60 #SUP: 2832
25 62 #SUP: 2738
25 64 #SUP: 2326
25 66 #SUP: 2715
25 68 #SUP: 1774
25 72 #SUP: 2096
25 74 #SUP: 2165
27 29 #SUP: 2198
27 34 #SUP: 2070
27 36 #SUP: 2159
27 40 #SUP: 2179
27 46 #SUP: 1759
27 48 #SUP: 2123
27 52 #SUP: 2194
27 56 #SUP: 2082
27 58 #SUP: 2204
27 60 #SUP: 2170
27 62 #SUP: 2088
27 66 #SUP: 2072
29 31 #SUP: 2517
29 34 #SUP: 3036
29 36 #SUP: 3084
29 38 #SUP: 2181
29 40 #SUP: 3155
29 42 #SUP: 2702
29 44 #SUP: 2597
29 46 #SUP: 2541
29 48 #SUP: 2998
29 50 #SUP: 1970
29 52 #SUP: 3170
29 54 #SUP: 2201
29 56 #SUP: 3006
29 58 #SUP: 3180
29 60 #SUP: 3136
29 62 #SUP: 3045
29 64 #SUP: 2616
29 66 #SUP: 3013
29 68 #SUP: 1969
29 70 #SUP: 2007
29 72 #SUP: 2345
29 74 #SUP: 2392
31 34 #SUP: 2395
31 36 #SUP: 2441
31 38 #SUP: 1762
31 40 #SUP: 2513
31 42 #SUP: 2258
31 44 #SUP: 2078
31 46 #SUP: 2026
31 48 #SUP: 2359
31 52 #SUP: 2515
31 56 #SUP: 2371
31 58 #SUP: 2526
31 60 #SUP: 2509
31 62 #SUP: 2409
31 64 #SUP: 2197
31 66 #SUP: 2424
31 72 #SUP: 1991
34 36 #SUP: 2943
34 38 #SUP: 2105
34 40 #SUP: 3017
34 42 #SUP: 2602
34 44 #SUP: 2480
34 46 #SUP: 2429
34 48 #SUP: 2857
34 50 #SUP: 1887
34 52 #SUP: 3031
34 54 #SUP: 2111
34 56 #SUP: 2884
34 58 #SUP: 3039
34 60 #SUP: 2995
34 62 #SUP: 2913
34 64 #SUP: 2531
34 66 #SUP: 2886
34 68 #SUP: 1939
34 70 #SUP: 1969
34 72 #SUP: 2265
34 74 #SUP: 2290
36 38 #SUP: 2105
36 40 #SUP: 3073
36 42 #SUP: 2626
36 44 #SUP: 2525
36 46 #SUP: 2473
36 48 #SUP: 2987
36 50 #SUP: 1899
36 52 #SUP: 3088
36 54 #SUP: 2143
36 56 #SUP: 2924
36 58 #SUP: 3098
36 60 #SUP: 3052
36 62 #SUP: 2963
36 64 #SUP: 2551
36 66 #SUP: 2924
36 68 #SUP: 1914
36 70 #SUP: 1915
36 72 #SUP: 2253
36 74 #SUP: 2318
38 40 #SUP: 2196
38 42 #SUP: 1927
38 44 #SUP: 1914
38 48 #SUP: 2027
38 52 #SUP: 2189
38 56 #SUP: 2101
38 58 #SUP: 2195
38 60 #SUP: 2159
38 62 #SUP: 2150
38 64 #SUP: 1899
38 66 #SUP: 2071
38 70 #SUP: 1802
40 42 #SUP: 2697
40 44 #SUP: 2586
40 46 #SUP: 2532
40 48 #SUP: 2987
40 50 #SUP: 1975
40 52 #SUP: 3159
40 54 #SUP: 2190
40 56 #SUP: 2996
40 58 #SUP: 3169
40 60 #SUP: 3124
40 62 #SUP: 3045
40 64 #SUP: 2630
40 66 #SUP: 2997
40 68 #SUP: 1964
40 70 #SUP: 2007
40 72 #SUP: 2335
40 74 #SUP: 2381
42 44 #SUP: 2250
42 46 #SUP: 2220
42 48 #SUP: 2564
42 52 #SUP: 2708
42 56 #SUP: 2570
42 58 #SUP: 2713
42 60 #SUP: 2688
42 62 #SUP: 2598
42 64 #SUP: 2464
42 66 #SUP: 2612
42 72 #SUP: 2193
42 74 #SUP: 1925
44 46 #SUP: 2114
44 48 #SUP: 2439
44 52 #SUP: 2601
44 54 #SUP: 1880
44 56 #SUP: 2471
44 58 #SUP: 2611
44 60 #SUP: 2565
44 62 #SUP: 2522
44 64 #SUP: 2211
44 66 #SUP: 2454
44 72 #SUP: 1874
44 74 #SUP: 2026
46 48 #SUP: 2404
46 52 #SUP: 2545
46 54 #SUP: 1797
46 56 #SUP: 2405
46 58 #SUP: 2555
46 60 #SUP: 2517
46 62 #SUP: 2449
46 64 #SUP: 2145
46 66 #SUP: 2425
46 72 #SUP: 1891
46 74 #SUP: 1925
48 50 #SUP: 1824
48 52 #SUP: 3002
48 54 #SUP: 2064
48 56 #SUP: 2838
48 58 #SUP: 3012
48 60 #SUP: 2986
48 62 #SUP: 2877
48 64 #SUP: 2478
48 66 #SUP: 2873
48 68 #SUP: 1837
48 70 #SUP: 1838
48 72 #SUP: 2231
48 74 #SUP: 2234
50 52 #SUP: 1970
50 56 #SUP: 1881
50 58 #SUP: 1975
50 60 #SUP: 1944
50 62 #SUP: 1920
50 66 #SUP: 1871
52 54 #SUP: 2205
52 56 #SUP: 3016
52 58 #SUP: 3184
52 60 #SUP: 3138
52 62 #SUP: 3049
52 64 #SUP: 2630
52 66 #SUP: 3010
52 68 #SUP: 1981
52 70 #SUP: 2001
52 72 #SUP: 2345
52 74 #SUP: 2396
54 56 #SUP: 2123
54 58 #SUP: 2215
54 60 #SUP: 2169
54 62 #SUP: 2133
54 66 #SUP: 2041
54 74 #SUP: 1959
56 58 #SUP: 3020
56 60 #SUP: 2974
56 62 #SUP: 2923
56 64 #SUP: 2498
56 66 #SUP: 2846
56 68 #SUP: 1972
56 70 #SUP: 1928
56 72 #SUP: 2201
56 74 #SUP: 2340
58 60 #SUP: 3148
58 62 #SUP: 3060
58 64 #SUP: 2630
58 66 #SUP: 3020
58 68 #SUP: 1983
58 70 #SUP: 2006
58 72 #SUP: 2345
58 74 #SUP: 2406
60 62 #SUP: 3014
60 64 #SUP: 2584
60 66 #SUP: 3021
60 68 #SUP: 1937
60 70 #SUP: 1967
60 72 #SUP: 2345
60 74 #SUP: 2360
62 64 #SUP: 2524
62 66 #SUP: 2892
62 68 #SUP: 1931
62 70 #SUP: 1959
62 72 #SUP: 2246
62 74 #SUP: 2341
64 66 #SUP: 2497
64 72 #SUP: 2133
64 74 #SUP: 1842
66 68 #SUP: 1836
66 70 #SUP: 1878
66 72 #SUP: 2345
66 74 #SUP: 2232
3 5 7 #SUP: 2568
3 5 9 #SUP: 2397
3 5 17 #SUP: 2072
3 5 21 #SUP: 1843
3 5 25 #SUP: 2334
3 5 29 #SUP: 2639
3 5 31 #SUP: 2210
3 5 34 #SUP: 2572
3 5 36 #SUP: 2546
3 5 38 #SUP: 1879
3 5 40 #SUP: 2618
3 5 42 #SUP: 2282
3 5 44 #SUP: 2142
3 5 46 #SUP: 2105
3 5 48 #SUP: 2472
3 5 52 #SUP: 2630
3 5 56 #SUP: 2511
3 5 58 #SUP: 2639
3 5 60 #SUP: 2605
3 5 62 #SUP: 2546
3 5 64 #SUP: 2236
3 5 66 #SUP: 2530
3 5 70 #SUP: 1782
3 5 72 #SUP: 2039
3 5 74 #SUP: 1908
3 7 9 #SUP: 2498
3 7 11 #SUP: 1872
3 7 15 #SUP: 1839
3 7 17 #SUP: 2222
3 7 21 #SUP: 1920
3 7 25 #SUP: 2447
3 7 27 #SUP: 1911
3 7 29 #SUP: 2765
3 7 31 #SUP: 2289
3 7 34 #SUP: 2632
3 7 36 #SUP: 2672
3 7 38 #SUP: 1872
3 7 40 #SUP: 2739
3 7 42 #SUP: 2339
3 7 44 #SUP: 2199
3 7 46 #SUP: 2177
3 7 48 #SUP: 2598
3 7 50 #SUP: 1798
3 7 52 #SUP: 2756
3 7 54 #SUP: 1820
3 7 56 #SUP: 2630
3 7 58 #SUP: 2765
3 7 60 #SUP: 2731
3 7 62 #SUP: 2650
3 7 64 #SUP: 2279
3 7 66 #SUP: 2630
3 7 70 #SUP: 1829
3 7 72 #SUP: 2102
3 7 74 #SUP: 2010
3 9 11 #SUP: 1787
3 9 17 #SUP: 2079
3 9 21 #SUP: 1759
3 9 25 #SUP: 2256
3 9 27 #SUP: 1777
3 9 29 #SUP: 2571
3 9 31 #SUP: 2128
3 9 34 #SUP: 2466
3 9 36 #SUP: 2478
3 9 38 #SUP: 1773
3 9 40 #SUP: 2549
3 9 42 #SUP: 2187
3 9 44 #SUP: 2059
3 9 46 #SUP: 2015
3 9 48 #SUP: 2404
3 9 52 #SUP: 2565
3 9 56 #SUP: 2471
3 9 58 #SUP: 2571
3 9 60 #SUP: 2545
3 9 62 #SUP: 2468
3 9 64 #SUP: 2129
3 9 66 #SUP: 2448
3 9 72 #SUP: 1944
3 9 74 #SUP: 1883
3 11 29 #SUP: 1909
3 11 34 #SUP: 1806
3 11 36 #SUP: 1816
3 11 40 #SUP: 1883
3 11 52 #SUP: 1900
3 11 56 #SUP: 1847
3 11 58 #SUP: 1909
3 11 60 #SUP: 1879
3 11 62 #SUP: 1825
3 11 66 #SUP: 1793
3 15 17 #SUP: 1776
3 15 29 #SUP: 1857
3 15 36 #SUP: 1774
3 15 40 #SUP: 1831
3 15 52 #SUP: 1848
3 15 58 #SUP: 1857
3 15 60 #SUP: 1846
3 15 66 #SUP: 1775
3 17 19 #SUP: 1788
3 17 25 #SUP: 1979
3 17 29 #SUP: 2272
3 17 31 #SUP: 1878
3 17 34 #SUP: 2160
3 17 36 #SUP: 2180
3 17 40 #SUP: 2246
3 17 42 #SUP: 1903
3 17 46 #SUP: 1788
3 17 48 #SUP: 2127
3 17 52 #SUP: 2263
3 17 56 #SUP: 2156
3 17 58 #SUP: 2272
3 17 60 #SUP: 2242
3 17 62 #SUP: 2161
3 17 64 #SUP: 1810
3 17 66 #SUP: 2158
3 19 29 #SUP: 1788
3 19 40 #SUP: 1764
3 19 46 #SUP: 1788
3 19 52 #SUP: 1779
3 19 58 #SUP: 1788
3 19 60 #SUP: 1761
3 21 29 #SUP: 1954
3 21 34 #SUP: 1855
3 21 36 #SUP: 1904
3 21 40 #SUP: 1928
3 21 48 #SUP: 1842
3 21 52 #SUP: 1946
3 21 56 #SUP: 1839
3 21 58 #SUP: 1954
3 21 60 #SUP: 1924
3 21 62 #SUP: 1845
3 21 66 #SUP: 1861
3 23 29 #SUP: 1778
3 23 40 #SUP: 1776
3 23 52 #SUP: 1778
3 23 58 #SUP: 1778
3 25 29 #SUP: 2520
3 25 31 #SUP: 2071
3 25 34 #SUP: 2392
3 25 36 #SUP: 2458
3 25 40 #SUP: 2494
3 25 42 #SUP: 2125
3 25 44 #SUP: 2025
3 25 46 #SUP: 2009
3 25 48 #SUP: 2419
3 25 52 #SUP: 2512
3 25 56 #SUP: 2396
3 25 58 #SUP: 2520
3 25 60 #SUP: 2494
3 25 62 #SUP: 2418
3 25 64 #SUP: 2061
3 25 66 #SUP: 2402
3 25 72 #SUP: 1926
3 25 74 #SUP: 1825
3 27 29 #SUP: 1952
3 27 34 #SUP: 1834
3 27 36 #SUP: 1910
3 27 40 #SUP: 1926
3 27 48 #SUP: 1882
3 27 52 #SUP: 1943
3 27 56 #SUP: 1860
3 27 58 #SUP: 1952
3 27 60 #SUP: 1926
3 27 62 #SUP: 1852
3 27 66 #SUP: 1848
3 29 31 #SUP: 2360
3 29 34 #SUP: 2706
3 29 36 #SUP: 2746
3 29 38 #SUP: 1919
3 29 40 #SUP: 2813
3 29 42 #SUP: 2411
3 29 44 #SUP: 2268
3 29 46 #SUP: 2251
3 29 48 #SUP: 2672
3 29 50 #SUP: 1798
3 29 52 #SUP: 2830
3 29 54 #SUP: 1859
3 29 56 #SUP: 2704
3 29 58 #SUP: 2839
3 29 60 #SUP: 2805
3 29 62 #SUP: 2724
3 29 64 #SUP: 2353
3 29 66 #SUP: 2703
3 29 70 #SUP: 1845
3 29 72 #SUP: 2175
3 29 74 #SUP: 2050
3 31 34 #SUP: 2247
3 31 36 #SUP: 2277
3 31 40 #SUP: 2347
3 31 42 #SUP: 2127
3 31 44 #SUP: 1915
3 31 46 #SUP: 1881
3 31 48 #SUP: 2199
3 31 52 #SUP: 2351
3 31 56 #SUP: 2225
3 31 58 #SUP: 2360
3 31 60 #SUP: 2347
3 31 62 #SUP: 2251
3 31 64 #SUP: 2077
3 31 66 #SUP: 2274
3 31 72 #SUP: 1929
3 34 36 #SUP: 2613
3 34 38 #SUP: 1849
3 34 40 #SUP: 2683
3 34 42 #SUP: 2314
3 34 44 #SUP: 2159
3 34 46 #SUP: 2147
3 34 48 #SUP: 2539
3 34 52 #SUP: 2699
3 34 54 #SUP: 1777
3 34 56 #SUP: 2588
3 34 58 #SUP: 2706
3 34 60 #SUP: 2672
3 34 62 #SUP: 2600
3 34 64 #SUP: 2271
3 34 66 #SUP: 2584
3 34 70 #SUP: 1807
3 34 72 #SUP: 2097
3 34 74 #SUP: 1956
3 36 38 #SUP: 1832
3 36 40 #SUP: 2720
3 36 42 #SUP: 2327
3 36 44 #SUP: 2185
3 36 46 #SUP: 2172
3 36 48 #SUP: 2646
3 36 52 #SUP: 2737
3 36 54 #SUP: 1790
3 36 56 #SUP: 2611
3 36 58 #SUP: 2746
3 36 60 #SUP: 2712
3 36 62 #SUP: 2631
3 36 64 #SUP: 2276
3 36 66 #SUP: 2610
3 36 72 #SUP: 2086
3 36 74 #SUP: 1965
3 38 40 #SUP: 1919
3 38 48 #SUP: 1766
3 38 52 #SUP: 1914
3 38 56 #SUP: 1846
3 38 58 #SUP: 1919
3 38 60 #SUP: 1894
3 38 62 #SUP: 1890
3 38 66 #SUP: 1827
3 40 42 #SUP: 2394
3 40 44 #SUP: 2242
3 40 46 #SUP: 2227
3 40 48 #SUP: 2646
3 40 50 #SUP: 1798
3 40 52 #SUP: 2804
3 40 54 #SUP: 1833
3 40 56 #SUP: 2679
3 40 58 #SUP: 2813
3 40 60 #SUP: 2780
3 40 62 #SUP: 2709
3 40 64 #SUP: 2352
3 40 66 #SUP: 2679
3 40 70 #SUP: 1845
3 40 72 #SUP: 2165
3 40 74 #SUP: 2024
3 42 44 #SUP: 1959
3 42 46 #SUP: 1962
3 42 48 #SUP: 2277
3 42 52 #SUP: 2406
3 42 56 #SUP: 2299
3 42 58 #SUP: 2411
3 42 60 #SUP: 2398
3 42 62 #SUP: 2313
3 42 64 #SUP: 2217
3 42 66 #SUP: 2344
3 42 72 #SUP: 2039
3 44 46 #SUP: 1819
3 44 48 #SUP: 2111
3 44 52 #SUP: 2259
3 44 56 #SUP: 2163
3 44 58 #SUP: 2268
3 44 60 #SUP: 2234
3 44 62 #SUP: 2199
3 44 64 #SUP: 1933
3 44 66 #SUP: 2149
3 46 48 #SUP: 2115
3 46 52 #SUP: 2242
3 46 56 #SUP: 2140
3 46 58 #SUP: 2251
3 46 60 #SUP: 2222
3 46 62 #SUP: 2163
3 46 64 #SUP: 1912
3 46 66 #SUP: 2152
3 48 52 #SUP: 2663
3 48 56 #SUP: 2537
3 48 58 #SUP: 2672
3 48 60 #SUP: 2650
3 48 62 #SUP: 2557
3 48 64 #SUP: 2214
3 48 66 #SUP: 2563
3 48 72 #SUP: 2067
3 48 74 #SUP: 1893
3 50 52 #SUP: 1794
3 50 58 #SUP: 1798
3 50 60 #SUP: 1775
3 52 54 #SUP: 1850
3 52 56 #SUP: 2700
3 52 58 #SUP: 2830
3 52 60 #SUP: 2796
3 52 62 #SUP: 2715
3 52 64 #SUP: 2352
3 52 66 #SUP: 2694
3 52 70 #SUP: 1841
3 52 72 #SUP: 2175
3 52 74 #SUP: 2041
3 54 56 #SUP: 1806
3 54 58 #SUP: 1859
3 54 60 #SUP: 1825
3 54 62 #SUP: 1797
3 56 58 #SUP: 2704
3 56 60 #SUP: 2670
3 56 62 #SUP: 2627
3 56 64 #SUP: 2243
3 56 66 #SUP: 2568
3 56 70 #SUP: 1770
3 56 72 #SUP: 2067
3 56 74 #SUP: 2023
3 58 60 #SUP: 2805
3 58 62 #SUP: 2724
3 58 64 #SUP: 2353
3 58 66 #SUP: 2703
3 58 70 #SUP: 1845
3 58 72 #SUP: 2175
3 58 74 #SUP: 2050
3 60 62 #SUP: 2691
3 60 64 #SUP: 2319
3 60 66 #SUP: 2703
3 60 70 #SUP: 1816
3 60 72 #SUP: 2175
3 60 74 #SUP: 2016
3 62 64 #SUP: 2261
3 62 66 #SUP: 2591
3 62 70 #SUP: 1814
3 62 72 #SUP: 2083
3 62 74 #SUP: 2005
3 64 66 #SUP: 2254
3 64 72 #SUP: 1996
3 66 72 #SUP: 2175
3 66 74 #SUP: 1914
5 7 9 #SUP: 2572
5 7 11 #SUP: 1853
5 7 15 #SUP: 1776
5 7 17 #SUP: 2205
5 7 21 #SUP: 2035
5 7 25 #SUP: 2540
5 7 27 #SUP: 1927
5 7 29 #SUP: 2856
5 7 31 #SUP: 2281
5 7 34 #SUP: 2783
5 7 36 #SUP: 2762
5 7 38 #SUP: 2075
5 7 40 #SUP: 2838
5 7 42 #SUP: 2459
5 7 44 #SUP: 2357
5 7 46 #SUP: 2273
5 7 48 #SUP: 2676
5 7 50 #SUP: 1837
5 7 52 #SUP: 2848
5 7 54 #SUP: 1987
5 7 56 #SUP: 2709
5 7 58 #SUP: 2858
5 7 60 #SUP: 2814
5 7 62 #SUP: 2747
5 7 64 #SUP: 2384
5 7 66 #SUP: 2723
5 7 68 #SUP: 1790
5 7 70 #SUP: 1928
5 7 72 #SUP: 2109
5 7 74 #SUP: 2160
5 9 11 #SUP: 1798
5 9 17 #SUP: 2089
5 9 21 #SUP: 1879
5 9 25 #SUP: 2366
5 9 27 #SUP: 1813
5 9 29 #SUP: 2679
5 9 31 #SUP: 2134
5 9 34 #SUP: 2622
5 9 36 #SUP: 2586
5 9 38 #SUP: 1978
5 9 40 #SUP: 2666
5 9 42 #SUP: 2316
5 9 44 #SUP: 2223
5 9 46 #SUP: 2117
5 9 48 #SUP: 2500
5 9 52 #SUP: 2675
5 9 54 #SUP: 1879
5 9 56 #SUP: 2566
5 9 58 #SUP: 2682
5 9 60 #SUP: 2644
5 9 62 #SUP: 2580
5 9 64 #SUP: 2248
5 9 66 #SUP: 2555
5 9 70 #SUP: 1859
5 9 72 #SUP: 1969
5 9 74 #SUP: 2045
5 11 29 #SUP: 1917
5 11 34 #SUP: 1867
5 11 36 #SUP: 1827
5 11 40 #SUP: 1903
5 11 52 #SUP: 1913
5 11 56 #SUP: 1837
5 11 58 #SUP: 1923
5 11 60 #SUP: 1884
5 11 62 #SUP: 1839
5 11 66 #SUP: 1808
5 15 29 #SUP: 1797
5 15 34 #SUP: 1763
5 15 40 #SUP: 1780
5 15 52 #SUP: 1790
5 15 58 #SUP: 1800
5 15 60 #SUP: 1790
5 17 19 #SUP: 1809
5 17 21 #SUP: 1761
5 17 25 #SUP: 1981
5 17 29 #SUP: 2269
5 17 31 #SUP: 1820
5 17 34 #SUP: 2225
5 17 36 #SUP: 2179
5 17 40 #SUP: 2254
5 17 42 #SUP: 1962
5 17 44 #SUP: 1792
5 17 46 #SUP: 1809
5 17 48 #SUP: 2114
5 17 52 #SUP: 2264
5 17 56 #SUP: 2144
5 17 58 #SUP: 2274
5 17 60 #SUP: 2232
5 17 62 #SUP: 2167
5 17 64 #SUP: 1833
5 17 66 #SUP: 2160
5 19 29 #SUP: 1803
5 19 34 #SUP: 1764
5 19 40 #SUP: 1790
5 19 46 #SUP: 1809
5 19 52 #SUP: 1798
5 19 58 #SUP: 1808
5 19 60 #SUP: 1772
5 21 25 #SUP: 1855
5 21 29 #SUP: 2082
5 21 34 #SUP: 2027
5 21 36 #SUP: 2035
5 21 40 #SUP: 2068
5 21 42 #SUP: 1799
5 21 44 #SUP: 1791
5 21 48 #SUP: 1961
5 21 52 #SUP: 2079
5 21 56 #SUP: 1952
5 21 58 #SUP: 2088
5 21 60 #SUP: 2046
5 21 62 #SUP: 1983
5 21 66 #SUP: 1983
5 25 27 #SUP: 1778
5 25 29 #SUP: 2645
5 25 31 #SUP: 2082
5 25 34 #SUP: 2570
5 25 36 #SUP: 2583
5 25 38 #SUP: 1890
5 25 40 #SUP: 2628
5 25 42 #SUP: 2278
5 25 44 #SUP: 2210
5 25 46 #SUP: 2140
5 25 48 #SUP: 2538
5 25 52 #SUP: 2639
5 25 54 #SUP: 1856
5 25 56 #SUP: 2493
5 25 58 #SUP: 2648
5 25 60 #SUP: 2621
5 25 62 #SUP: 2550
5 25 64 #SUP: 2198
5 25 66 #SUP: 2540
5 25 72 #SUP: 1969
5 25 74 #SUP: 2004
5 27 29 #SUP: 1990
5 27 34 #SUP: 1928
5 27 36 #SUP: 1947
5 27 40 #SUP: 1972
5 27 48 #SUP: 1911
5 27 52 #SUP: 1982
5 27 56 #SUP: 1877
5 27 58 #SUP: 1992
5 27 60 #SUP: 1958
5 27 62 #SUP: 1900
5 27 66 #SUP: 1896
5 29 31 #SUP: 2363
5 29 34 #SUP: 2885
5 29 36 #SUP: 2867
